Product ID,Date,Weekly_Demand,Lag_1,Lag_2,Lag_4,Rolling_Mean_4,Week_Number,Month
P0004,2023-01-01,4794,4990.0,4861.0,6420.0,4955.25,52,1
P0004,2023-01-08,4623,4794.0,4990.0,3550.0,4548.75,1,1
P0004,2023-01-15,5002,4623.0,4794.0,4861.0,4817.0,2,1
P0004,2023-01-22,4585,5002.0,4623.0,4990.0,4852.25,3,1
P0004,2023-01-29,4819,4585.0,5002.0,4794.0,4751.0,4,1
P0004,2023-02-05,4455,4819.0,4585.0,4623.0,4757.25,5,2
P0004,2023-02-12,4935,4455.0,4819.0,5002.0,4715.25,6,2
P0004,2023-02-19,5887,4935.0,4455.0,4585.0,4698.5,7,2
P0004,2023-02-26,5297,5887.0,4935.0,4819.0,5024.0,8,2
P0004,2023-03-05,4886,5297.0,5887.0,4455.0,5143.5,9,3
P0004,2023-03-12,5543,4886.0,5297.0,4935.0,5251.25,10,3
P0004,2023-03-19,4426,5543.0,4886.0,5887.0,5403.25,11,3
P0004,2023-03-26,4317,4426.0,5543.0,5297.0,5038.0,12,3
P0004,2023-04-02,5167,4317.0,4426.0,4886.0,4793.0,13,4
P0004,2023-04-09,4788,5167.0,4317.0,5543.0,4863.25,14,4
P0004,2023-04-16,3785,4788.0,5167.0,4426.0,4674.5,15,4
P0004,2023-04-23,4302,3785.0,4788.0,4317.0,4514.25,16,4
P0004,2023-04-30,5299,4302.0,3785.0,5167.0,4510.5,17,4
P0004,2023-05-07,5200,5299.0,4302.0,4788.0,4543.5,18,5
P0004,2023-05-14,4365,5200.0,5299.0,3785.0,4646.5,19,5
P0004,2023-05-21,5619,4365.0,5200.0,4302.0,4791.5,20,5
P0004,2023-05-28,4800,5619.0,4365.0,5299.0,5120.75,21,5
P0004,2023-06-04,4596,4800.0,5619.0,5200.0,4996.0,22,6
P0004,2023-06-11,5160,4596.0,4800.0,4365.0,4845.0,23,6
P0004,2023-06-18,4636,5160.0,4596.0,5619.0,5043.75,24,6
P0004,2023-06-25,5653,4636.0,5160.0,4800.0,4798.0,25,6
P0004,2023-07-02,4833,5653.0,4636.0,4596.0,5011.25,26,7
P0004,2023-07-09,4495,4833.0,5653.0,5160.0,5070.5,27,7
P0004,2023-07-16,4050,4495.0,4833.0,4636.0,4904.25,28,7
P0004,2023-07-23,5598,4050.0,4495.0,5653.0,4757.75,29,7
P0004,2023-07-30,4456,5598.0,4050.0,4833.0,4744.0,30,7
P0004,2023-08-06,4479,4456.0,5598.0,4495.0,4649.75,31,8
P0004,2023-08-13,4197,4479.0,4456.0,4050.0,4645.75,32,8
P0004,2023-08-20,3886,4197.0,4479.0,5598.0,4682.5,33,8
P0004,2023-08-27,3548,3886.0,4197.0,4456.0,4254.5,34,8
P0004,2023-09-03,4146,3548.0,3886.0,4479.0,4027.5,35,9
P0004,2023-09-10,5109,4146.0,3548.0,4197.0,3944.25,36,9
P0004,2023-09-17,4975,5109.0,4146.0,3886.0,4172.25,37,9
P0004,2023-09-24,5072,4975.0,5109.0,3548.0,4444.5,38,9
P0004,2023-10-01,4202,5072.0,4975.0,4146.0,4825.5,39,10
P0004,2023-10-08,3595,4202.0,5072.0,5109.0,4839.5,40,10
P0004,2023-10-15,3856,3595.0,4202.0,4975.0,4461.0,41,10
P0004,2023-10-22,5237,3856.0,3595.0,5072.0,4181.25,42,10
P0004,2023-10-29,5392,5237.0,3856.0,4202.0,4222.5,43,10
P0004,2023-11-05,3938,5392.0,5237.0,3595.0,4520.0,44,11
P0004,2023-11-12,4171,3938.0,5392.0,3856.0,4605.75,45,11
P0004,2023-11-19,6198,4171.0,3938.0,5237.0,4684.5,46,11
P0004,2023-11-26,5077,6198.0,4171.0,5392.0,4924.75,47,11
P0004,2023-12-03,4235,5077.0,6198.0,3938.0,4846.0,48,12
P0004,2023-12-10,5118,4235.0,5077.0,4171.0,4920.25,49,12
P0004,2023-12-17,4153,5118.0,4235.0,6198.0,5157.0,50,12
P0004,2023-12-24,4835,4153.0,5118.0,5077.0,4645.75,51,12
P0004,2023-12-31,4796,4835.0,4153.0,4235.0,4585.25,52,12
P0004,2024-01-07,355,4796.0,4835.0,5118.0,4725.5,1,1
P0005,2022-01-02,1431,,,,,52,1
P0005,2022-01-09,5382,1431.0,,,,1,1
P0005,2022-01-16,4374,5382.0,1431.0,,,2,1
P0005,2022-01-23,5270,4374.0,5382.0,,,3,1
P0005,2022-01-30,4479,5270.0,4374.0,1431.0,4114.25,4,1
P0005,2022-02-06,5488,4479.0,5270.0,5382.0,4876.25,5,2
P0005,2022-02-13,4066,5488.0,4479.0,4374.0,4902.75,6,2
P0005,2022-02-20,4642,4066.0,5488.0,5270.0,4825.75,7,2
P0005,2022-02-27,4194,4642.0,4066.0,4479.0,4668.75,8,2
P0005,2022-03-06,4384,4194.0,4642.0,5488.0,4597.5,9,3
P0005,2022-03-13,4820,4384.0,4194.0,4066.0,4321.5,10,3
P0005,2022-03-20,4311,4820.0,4384.0,4642.0,4510.0,11,3
P0005,2022-03-27,4572,4311.0,4820.0,4194.0,4427.25,12,3
P0005,2022-04-03,5411,4572.0,4311.0,4384.0,4521.75,13,4
P0005,2022-04-10,5176,5411.0,4572.0,4820.0,4778.5,14,4
P0005,2022-04-17,4412,5176.0,5411.0,4311.0,4867.5,15,4
P0005,2022-04-24,4245,4412.0,5176.0,4572.0,4892.75,16,4
P0005,2022-05-01,5438,4245.0,4412.0,5411.0,4811.0,17,5
P0005,2022-05-08,4942,5438.0,4245.0,5176.0,4817.75,18,5
P0005,2022-05-15,4191,4942.0,5438.0,4412.0,4759.25,19,5
P0005,2022-05-22,4376,4191.0,4942.0,4245.0,4704.0,20,5
P0005,2022-05-29,5393,4376.0,4191.0,5438.0,4736.75,21,5
P0005,2022-06-05,4955,5393.0,4376.0,4942.0,4725.5,22,6
P0005,2022-06-12,6168,4955.0,5393.0,4191.0,4728.75,23,6
P0005,2022-06-19,4767,6168.0,4955.0,4376.0,5223.0,24,6
P0005,2022-06-26,5718,4767.0,6168.0,5393.0,5320.75,25,6
P0005,2022-07-03,4805,5718.0,4767.0,4955.0,5402.0,26,7
P0005,2022-07-10,4910,4805.0,5718.0,6168.0,5364.5,27,7
P0005,2022-07-17,5387,4910.0,4805.0,4767.0,5050.0,28,7
P0005,2022-07-24,4270,5387.0,4910.0,5718.0,5205.0,29,7
P0005,2022-07-31,4978,4270.0,5387.0,4805.0,4843.0,30,7
P0005,2022-08-07,5683,4978.0,4270.0,4910.0,4886.25,31,8
P0005,2022-08-14,5540,5683.0,4978.0,5387.0,5079.5,32,8
P0005,2022-08-21,3916,5540.0,5683.0,4270.0,5117.75,33,8
P0005,2022-08-28,5288,3916.0,5540.0,4978.0,5029.25,34,8
P0005,2022-09-04,4735,5288.0,3916.0,5683.0,5106.75,35,9
P0005,2022-09-11,5187,4735.0,5288.0,5540.0,4869.75,36,9
P0005,2022-09-18,5361,5187.0,4735.0,3916.0,4781.5,37,9
P0005,2022-09-25,4848,5361.0,5187.0,5288.0,5142.75,38,9
P0005,2022-10-02,5256,4848.0,5361.0,4735.0,5032.75,39,10
P0005,2022-10-09,4081,5256.0,4848.0,5187.0,5163.0,40,10
P0005,2022-10-16,4707,4081.0,5256.0,5361.0,4886.5,41,10
P0005,2022-10-23,4619,4707.0,4081.0,4848.0,4723.0,42,10
P0005,2022-10-30,4661,4619.0,4707.0,5256.0,4665.75,43,10
P0005,2022-11-06,4397,4661.0,4619.0,4081.0,4517.0,44,11
P0005,2022-11-13,5034,4397.0,4661.0,4707.0,4596.0,45,11
P0005,2022-11-20,5197,5034.0,4397.0,4619.0,4677.75,46,11
P0005,2022-11-27,6352,5197.0,5034.0,4661.0,4822.25,47,11
P0005,2022-12-04,5585,6352.0,5197.0,4397.0,5245.0,48,12
P0005,2022-12-11,3901,5585.0,6352.0,5034.0,5542.0,49,12
P0005,2022-12-18,5228,3901.0,5585.0,5197.0,5258.75,50,12
P0005,2022-12-25,5090,5228.0,3901.0,6352.0,5266.5,51,12
P0005,2023-01-01,5895,5090.0,5228.0,5585.0,4951.0,52,1
P0005,2023-01-08,4751,5895.0,5090.0,3901.0,5028.5,1,1
P0005,2023-01-15,5344,4751.0,5895.0,5228.0,5241.0,2,1
P0005,2023-01-22,5447,5344.0,4751.0,5090.0,5270.0,3,1
P0005,2023-01-29,4520,5447.0,5344.0,5895.0,5359.25,4,1
P0005,2023-02-05,4084,4520.0,5447.0,4751.0,5015.5,5,2
P0005,2023-02-12,4501,4084.0,4520.0,5344.0,4848.75,6,2
P0005,2023-02-19,5801,4501.0,4084.0,5447.0,4638.0,7,2
P0005,2023-02-26,3879,5801.0,4501.0,4520.0,4726.5,8,2
P0005,2023-03-05,4166,3879.0,5801.0,4084.0,4566.25,9,3
P0005,2023-03-12,3789,4166.0,3879.0,4501.0,4586.75,10,3
P0005,2023-03-19,5384,3789.0,4166.0,5801.0,4408.75,11,3
P0005,2023-03-26,4821,5384.0,3789.0,3879.0,4304.5,12,3
P0005,2023-04-02,4444,4821.0,5384.0,4166.0,4540.0,13,4
P0005,2023-04-09,4510,4444.0,4821.0,3789.0,4609.5,14,4
P0005,2023-04-16,4893,4510.0,4444.0,5384.0,4789.75,15,4
P0005,2023-04-23,4648,4893.0,4510.0,4821.0,4667.0,16,4
P0005,2023-04-30,5207,4648.0,4893.0,4444.0,4623.75,17,4
P0005,2023-05-07,5452,5207.0,4648.0,4510.0,4814.5,18,5
P0005,2023-05-14,4736,5452.0,5207.0,4893.0,5050.0,19,5
P0005,2023-05-21,4082,4736.0,5452.0,4648.0,5010.75,20,5
P0005,2023-05-28,5087,4082.0,4736.0,5207.0,4869.25,21,5
P0005,2023-06-04,4380,5087.0,4082.0,5452.0,4839.25,22,6
P0005,2023-06-11,4892,4380.0,5087.0,4736.0,4571.25,23,6
P0005,2023-06-18,5145,4892.0,4380.0,4082.0,4610.25,24,6
P0005,2023-06-25,5415,5145.0,4892.0,5087.0,4876.0,25,6
P0005,2023-07-02,4710,5415.0,5145.0,4380.0,4958.0,26,7
P0005,2023-07-09,3854,4710.0,5415.0,4892.0,5040.5,27,7
P0005,2023-07-16,5355,3854.0,4710.0,5145.0,4781.0,28,7
P0005,2023-07-23,4353,5355.0,3854.0,5415.0,4833.5,29,7
P0005,2023-07-30,5194,4353.0,5355.0,4710.0,4568.0,30,7
P0005,2023-08-06,5013,5194.0,4353.0,3854.0,4689.0,31,8
P0005,2023-08-13,5311,5013.0,5194.0,5355.0,4978.75,32,8
P0005,2023-08-20,3918,5311.0,5013.0,4353.0,4967.75,33,8
P0005,2023-08-27,4554,3918.0,5311.0,5194.0,4859.0,34,8
P0005,2023-09-03,4134,4554.0,3918.0,5013.0,4699.0,35,9
P0005,2023-09-10,4562,4134.0,4554.0,5311.0,4479.25,36,9
P0005,2023-09-17,4090,4562.0,4134.0,3918.0,4292.0,37,9
P0005,2023-09-24,4586,4090.0,4562.0,4554.0,4335.0,38,9
P0005,2023-10-01,4476,4586.0,4090.0,4134.0,4343.0,39,10
P0005,2023-10-08,4610,4476.0,4586.0,4562.0,4428.5,40,10
P0005,2023-10-15,4373,4610.0,4476.0,4090.0,4440.5,41,10
P0005,2023-10-22,5376,4373.0,4610.0,4586.0,4511.25,42,10
P0005,2023-10-29,5361,5376.0,4373.0,4476.0,4708.75,43,10
P0005,2023-11-05,5160,5361.0,5376.0,4610.0,4930.0,44,11
P0005,2023-11-12,3982,5160.0,5361.0,4373.0,5067.5,45,11
P0005,2023-11-19,4067,3982.0,5160.0,5376.0,4969.75,46,11
P0005,2023-11-26,4532,4067.0,3982.0,5361.0,4642.5,47,11
P0005,2023-12-03,4889,4532.0,4067.0,5160.0,4435.25,48,12
P0005,2023-12-10,4135,4889.0,4532.0,3982.0,4367.5,49,12
P0005,2023-12-17,4767,4135.0,4889.0,4067.0,4405.75,50,12
P0005,2023-12-24,4642,4767.0,4135.0,4532.0,4580.75,51,12
P0005,2023-12-31,5721,4642.0,4767.0,4889.0,4608.25,52,12
P0005,2024-01-07,1029,5721.0,4642.0,4135.0,4816.25,1,1
P0006,2022-01-02,1624,,,,,52,1
P0006,2022-01-09,4648,1624.0,,,,1,1
P0006,2022-01-16,4602,4648.0,1624.0,,,2,1
P0006,2022-01-23,4381,4602.0,4648.0,,,3,1
P0006,2022-01-30,5732,4381.0,4602.0,1624.0,3813.75,4,1
P0006,2022-02-06,4626,5732.0,4381.0,4648.0,4840.75,5,2
P0006,2022-02-13,4671,4626.0,5732.0,4602.0,4835.25,6,2
P0006,2022-02-20,5496,4671.0,4626.0,4381.0,4852.5,7,2
P0006,2022-02-27,4435,5496.0,4671.0,5732.0,5131.25,8,2
P0006,2022-03-06,4661,4435.0,5496.0,4626.0,4807.0,9,3
P0006,2022-03-13,5527,4661.0,4435.0,4671.0,4815.75,10,3
P0006,2022-03-20,4338,5527.0,4661.0,5496.0,5029.75,11,3
P0006,2022-03-27,6307,4338.0,5527.0,4435.0,4740.25,12,3
P0006,2022-04-03,4954,6307.0,4338.0,4661.0,5208.25,13,4
P0006,2022-04-10,4650,4954.0,6307.0,5527.0,5281.5,14,4
P0006,2022-04-17,4864,4650.0,4954.0,4338.0,5062.25,15,4
P0006,2022-04-24,5078,4864.0,4650.0,6307.0,5193.75,16,4
P0006,2022-05-01,4940,5078.0,4864.0,4954.0,4886.5,17,5
P0006,2022-05-08,4732,4940.0,5078.0,4650.0,4883.0,18,5
P0006,2022-05-15,5086,4732.0,4940.0,4864.0,4903.5,19,5
P0006,2022-05-22,4122,5086.0,4732.0,5078.0,4959.0,20,5
P0006,2022-05-29,5137,4122.0,5086.0,4940.0,4720.0,21,5
P0006,2022-06-05,4135,5137.0,4122.0,4732.0,4769.25,22,6
P0006,2022-06-12,5091,4135.0,5137.0,5086.0,4620.0,23,6
P0006,2022-06-19,4328,5091.0,4135.0,4122.0,4621.25,24,6
P0006,2022-06-26,4788,4328.0,5091.0,5137.0,4672.75,25,6
P0006,2022-07-03,4963,4788.0,4328.0,4135.0,4585.5,26,7
P0006,2022-07-10,4045,4963.0,4788.0,5091.0,4792.5,27,7
P0006,2022-07-17,5785,4045.0,4963.0,4328.0,4531.0,28,7
P0006,2022-07-24,4486,5785.0,4045.0,4788.0,4895.25,29,7
P0006,2022-07-31,3760,4486.0,5785.0,4963.0,4819.75,30,7
P0006,2022-08-07,4772,3760.0,4486.0,4045.0,4519.0,31,8
P0006,2022-08-14,3345,4772.0,3760.0,5785.0,4700.75,32,8
P0006,2022-08-21,4584,3345.0,4772.0,4486.0,4090.75,33,8
P0006,2022-08-28,5669,4584.0,3345.0,3760.0,4115.25,34,8
P0006,2022-09-04,5511,5669.0,4584.0,4772.0,4592.5,35,9
P0006,2022-09-11,4189,5511.0,5669.0,3345.0,4777.25,36,9
P0006,2022-09-18,5116,4189.0,5511.0,4584.0,4988.25,37,9
P0006,2022-09-25,5338,5116.0,4189.0,5669.0,5121.25,38,9
P0006,2022-10-02,4328,5338.0,5116.0,5511.0,5038.5,39,10
P0006,2022-10-09,5413,4328.0,5338.0,4189.0,4742.75,40,10
P0006,2022-10-16,4855,5413.0,4328.0,5116.0,5048.75,41,10
P0006,2022-10-23,4335,4855.0,5413.0,5338.0,4983.5,42,10
P0006,2022-10-30,7164,4335.0,4855.0,4328.0,4732.75,43,10
P0006,2022-11-06,4942,7164.0,4335.0,5413.0,5441.75,44,11
P0006,2022-11-13,5261,4942.0,7164.0,4855.0,5324.0,45,11
P0006,2022-11-20,4473,5261.0,4942.0,4335.0,5425.5,46,11
P0006,2022-11-27,4375,4473.0,5261.0,7164.0,5460.0,47,11
P0006,2022-12-04,4477,4375.0,4473.0,4942.0,4762.75,48,12
P0006,2022-12-11,4732,4477.0,4375.0,5261.0,4646.5,49,12
P0006,2022-12-18,4044,4732.0,4477.0,4473.0,4514.25,50,12
P0006,2022-12-25,4067,4044.0,4732.0,4375.0,4407.0,51,12
P0006,2023-01-01,4788,4067.0,4044.0,4477.0,4330.0,52,1
P0006,2023-01-08,4128,4788.0,4067.0,4732.0,4407.75,1,1
P0006,2023-01-15,5024,4128.0,4788.0,4044.0,4256.75,2,1
P0006,2023-01-22,4659,5024.0,4128.0,4067.0,4501.75,3,1
P0006,2023-01-29,4808,4659.0,5024.0,4788.0,4649.75,4,1
P0006,2023-02-05,4344,4808.0,4659.0,4128.0,4654.75,5,2
P0006,2023-02-12,3811,4344.0,4808.0,5024.0,4708.75,6,2
P0006,2023-02-19,4721,3811.0,4344.0,4659.0,4405.5,7,2
P0006,2023-02-26,4754,4721.0,3811.0,4808.0,4421.0,8,2
P0006,2023-03-05,5202,4754.0,4721.0,4344.0,4407.5,9,3
P0006,2023-03-12,4035,5202.0,4754.0,3811.0,4622.0,10,3
P0006,2023-03-19,5534,4035.0,5202.0,4721.0,4678.0,11,3
P0006,2023-03-26,5489,5534.0,4035.0,4754.0,4881.25,12,3
P0006,2023-04-02,4799,5489.0,5534.0,5202.0,5065.0,13,4
P0006,2023-04-09,5295,4799.0,5489.0,4035.0,4964.25,14,4
P0006,2023-04-16,4741,5295.0,4799.0,5534.0,5279.25,15,4
P0006,2023-04-23,3800,4741.0,5295.0,5489.0,5081.0,16,4
P0006,2023-04-30,4214,3800.0,4741.0,4799.0,4658.75,17,4
P0006,2023-05-07,3925,4214.0,3800.0,5295.0,4512.5,18,5
P0006,2023-05-14,4324,3925.0,4214.0,4741.0,4170.0,19,5
P0006,2023-05-21,4885,4324.0,3925.0,3800.0,4065.75,20,5
P0006,2023-05-28,4171,4885.0,4324.0,4214.0,4337.0,21,5
P0006,2023-06-04,3605,4171.0,4885.0,3925.0,4326.25,22,6
P0006,2023-06-11,4716,3605.0,4171.0,4324.0,4246.25,23,6
P0006,2023-06-18,5649,4716.0,3605.0,4885.0,4344.25,24,6
P0006,2023-06-25,4611,5649.0,4716.0,4171.0,4535.25,25,6
P0006,2023-07-02,6437,4611.0,5649.0,3605.0,4645.25,26,7
P0006,2023-07-09,4627,6437.0,4611.0,4716.0,5353.25,27,7
P0006,2023-07-16,4726,4627.0,6437.0,5649.0,5331.0,28,7
P0006,2023-07-23,5005,4726.0,4627.0,4611.0,5100.25,29,7
P0006,2023-07-30,4188,5005.0,4726.0,6437.0,5198.75,30,7
P0006,2023-08-06,5565,4188.0,5005.0,4627.0,4636.5,31,8
P0006,2023-08-13,4764,5565.0,4188.0,4726.0,4871.0,32,8
P0006,2023-08-20,4004,4764.0,5565.0,5005.0,4880.5,33,8
P0006,2023-08-27,5030,4004.0,4764.0,4188.0,4630.25,34,8
P0006,2023-09-03,4293,5030.0,4004.0,5565.0,4840.75,35,9
P0006,2023-09-10,4159,4293.0,5030.0,4764.0,4522.75,36,9
P0006,2023-09-17,4590,4159.0,4293.0,4004.0,4371.5,37,9
P0006,2023-09-24,4471,4590.0,4159.0,5030.0,4518.0,38,9
P0006,2023-10-01,6304,4471.0,4590.0,4293.0,4378.25,39,10
P0006,2023-10-08,4447,6304.0,4471.0,4159.0,4881.0,40,10
P0006,2023-10-15,4439,4447.0,6304.0,4590.0,4953.0,41,10
P0006,2023-10-22,5360,4439.0,4447.0,4471.0,4915.25,42,10
P0006,2023-10-29,4752,5360.0,4439.0,6304.0,5137.5,43,10
P0006,2023-11-05,4666,4752.0,5360.0,4447.0,4749.5,44,11
P0006,2023-11-12,5940,4666.0,4752.0,4439.0,4804.25,45,11
P0006,2023-11-19,5036,5940.0,4666.0,5360.0,5179.5,46,11
P0006,2023-11-26,4400,5036.0,5940.0,4752.0,5098.5,47,11
P0006,2023-12-03,3791,4400.0,5036.0,4666.0,5010.5,48,12
P0006,2023-12-10,4944,3791.0,4400.0,5940.0,4791.75,49,12
P0006,2023-12-17,3751,4944.0,3791.0,5036.0,4542.75,50,12
P0006,2023-12-24,4271,3751.0,4944.0,4400.0,4221.5,51,12
P0006,2023-12-31,5177,4271.0,3751.0,3791.0,4189.25,52,12
P0006,2024-01-07,980,5177.0,4271.0,4944.0,4535.75,1,1
P0007,2022-01-02,1441,,,,,52,1
P0007,2022-01-09,5376,1441.0,,,,1,1
P0007,2022-01-16,4570,5376.0,1441.0,,,2,1
P0007,2022-01-23,4730,4570.0,5376.0,,,3,1
P0007,2022-01-30,5887,4730.0,4570.0,1441.0,4029.25,4,1
P0007,2022-02-06,5455,5887.0,4730.0,5376.0,5140.75,5,2
P0007,2022-02-13,4945,5455.0,5887.0,4570.0,5160.5,6,2
P0007,2022-02-20,3706,4945.0,5455.0,4730.0,5254.25,7,2
P0007,2022-02-27,5422,3706.0,4945.0,5887.0,4998.25,8,2
P0007,2022-03-06,5084,5422.0,3706.0,5455.0,4882.0,9,3
P0007,2022-03-13,5594,5084.0,5422.0,4945.0,4789.25,10,3
P0007,2022-03-20,3322,5594.0,5084.0,3706.0,4951.5,11,3
P0007,2022-03-27,5014,3322.0,5594.0,5422.0,4855.5,12,3
P0007,2022-04-03,4280,5014.0,3322.0,5084.0,4753.5,13,4
P0007,2022-04-10,5514,4280.0,5014.0,5594.0,4552.5,14,4
P0007,2022-04-17,5450,5514.0,4280.0,3322.0,4532.5,15,4
P0007,2022-04-24,4881,5450.0,5514.0,5014.0,5064.5,16,4
P0007,2022-05-01,6364,4881.0,5450.0,4280.0,5031.25,17,5
P0007,2022-05-08,4318,6364.0,4881.0,5514.0,5552.25,18,5
P0007,2022-05-15,5049,4318.0,6364.0,5450.0,5253.25,19,5
P0007,2022-05-22,4746,5049.0,4318.0,4881.0,5153.0,20,5
P0007,2022-05-29,5203,4746.0,5049.0,6364.0,5119.25,21,5
P0007,2022-06-05,4909,5203.0,4746.0,4318.0,4829.0,22,6
P0007,2022-06-12,3533,4909.0,5203.0,5049.0,4976.75,23,6
P0007,2022-06-19,5671,3533.0,4909.0,4746.0,4597.75,24,6
P0007,2022-06-26,5524,5671.0,3533.0,5203.0,4829.0,25,6
P0007,2022-07-03,4225,5524.0,5671.0,4909.0,4909.25,26,7
P0007,2022-07-10,5708,4225.0,5524.0,3533.0,4738.25,27,7
P0007,2022-07-17,4917,5708.0,4225.0,5671.0,5282.0,28,7
P0007,2022-07-24,4030,4917.0,5708.0,5524.0,5093.5,29,7
P0007,2022-07-31,4115,4030.0,4917.0,4225.0,4720.0,30,7
P0007,2022-08-07,5463,4115.0,4030.0,5708.0,4692.5,31,8
P0007,2022-08-14,4859,5463.0,4115.0,4917.0,4631.25,32,8
P0007,2022-08-21,4747,4859.0,5463.0,4030.0,4616.75,33,8
P0007,2022-08-28,5038,4747.0,4859.0,4115.0,4796.0,34,8
P0007,2022-09-04,4425,5038.0,4747.0,5463.0,5026.75,35,9
P0007,2022-09-11,4446,4425.0,5038.0,4859.0,4767.25,36,9
P0007,2022-09-18,4264,4446.0,4425.0,4747.0,4664.0,37,9
P0007,2022-09-25,4544,4264.0,4446.0,5038.0,4543.25,38,9
P0007,2022-10-02,4287,4544.0,4264.0,4425.0,4419.75,39,10
P0007,2022-10-09,5891,4287.0,4544.0,4446.0,4385.25,40,10
P0007,2022-10-16,4494,5891.0,4287.0,4264.0,4746.5,41,10
P0007,2022-10-23,5591,4494.0,5891.0,4544.0,4804.0,42,10
P0007,2022-10-30,5662,5591.0,4494.0,4287.0,5065.75,43,10
P0007,2022-11-06,5242,5662.0,5591.0,5891.0,5409.5,44,11
P0007,2022-11-13,3283,5242.0,5662.0,4494.0,5247.25,45,11
P0007,2022-11-20,4823,3283.0,5242.0,5591.0,4944.5,46,11
P0007,2022-11-27,5195,4823.0,3283.0,5662.0,4752.5,47,11
P0007,2022-12-04,5747,5195.0,4823.0,5242.0,4635.75,48,12
P0007,2022-12-11,3193,5747.0,5195.0,3283.0,4762.0,49,12
P0007,2022-12-18,4958,3193.0,5747.0,4823.0,4739.5,50,12
P0007,2022-12-25,4043,4958.0,3193.0,5195.0,4773.25,51,12
P0007,2023-01-01,5125,4043.0,4958.0,5747.0,4485.25,52,1
P0007,2023-01-08,4906,5125.0,4043.0,3193.0,4329.75,1,1
P0007,2023-01-15,5219,4906.0,5125.0,4958.0,4758.0,2,1
P0007,2023-01-22,4466,5219.0,4906.0,4043.0,4823.25,3,1
P0007,2023-01-29,5002,4466.0,5219.0,5125.0,4929.0,4,1
P0007,2023-02-05,4431,5002.0,4466.0,4906.0,4898.25,5,2
P0007,2023-02-12,4259,4431.0,5002.0,5219.0,4779.5,6,2
P0007,2023-02-19,5500,4259.0,4431.0,4466.0,4539.5,7,2
P0007,2023-02-26,4944,5500.0,4259.0,5002.0,4798.0,8,2
P0007,2023-03-05,4621,4944.0,5500.0,4431.0,4783.5,9,3
P0007,2023-03-12,5031,4621.0,4944.0,4259.0,4831.0,10,3
P0007,2023-03-19,5032,5031.0,4621.0,5500.0,5024.0,11,3
P0007,2023-03-26,4509,5032.0,5031.0,4944.0,4907.0,12,3
P0007,2023-04-02,4999,4509.0,5032.0,4621.0,4798.25,13,4
P0007,2023-04-09,4336,4999.0,4509.0,5031.0,4892.75,14,4
P0007,2023-04-16,5148,4336.0,4999.0,5032.0,4719.0,15,4
P0007,2023-04-23,3763,5148.0,4336.0,4509.0,4748.0,16,4
P0007,2023-04-30,5500,3763.0,5148.0,4999.0,4561.5,17,4
P0007,2023-05-07,5356,5500.0,3763.0,4336.0,4686.75,18,5
P0007,2023-05-14,4923,5356.0,5500.0,5148.0,4941.75,19,5
P0007,2023-05-21,4676,4923.0,5356.0,3763.0,4885.5,20,5
P0007,2023-05-28,4773,4676.0,4923.0,5500.0,5113.75,21,5
P0007,2023-06-04,5498,4773.0,4676.0,5356.0,4932.0,22,6
P0007,2023-06-11,3965,5498.0,4773.0,4923.0,4967.5,23,6
P0007,2023-06-18,3692,3965.0,5498.0,4676.0,4728.0,24,6
P0007,2023-06-25,4355,3692.0,3965.0,4773.0,4482.0,25,6
P0007,2023-07-02,4595,4355.0,3692.0,5498.0,4377.5,26,7
P0007,2023-07-09,4628,4595.0,4355.0,3965.0,4151.75,27,7
P0007,2023-07-16,4768,4628.0,4595.0,3692.0,4317.5,28,7
P0007,2023-07-23,5089,4768.0,4628.0,4355.0,4586.5,29,7
P0007,2023-07-30,4261,5089.0,4768.0,4595.0,4770.0,30,7
P0007,2023-08-06,5401,4261.0,5089.0,4628.0,4686.5,31,8
P0007,2023-08-13,3630,5401.0,4261.0,4768.0,4879.75,32,8
P0007,2023-08-20,4740,3630.0,5401.0,5089.0,4595.25,33,8
P0007,2023-08-27,4912,4740.0,3630.0,4261.0,4508.0,34,8
P0007,2023-09-03,4013,4912.0,4740.0,5401.0,4670.75,35,9
P0007,2023-09-10,4333,4013.0,4912.0,3630.0,4323.75,36,9
P0007,2023-09-17,4216,4333.0,4013.0,4740.0,4499.5,37,9
P0007,2023-09-24,4745,4216.0,4333.0,4912.0,4368.5,38,9
P0007,2023-10-01,4886,4745.0,4216.0,4013.0,4326.75,39,10
P0007,2023-10-08,4442,4886.0,4745.0,4333.0,4545.0,40,10
P0007,2023-10-15,4490,4442.0,4886.0,4216.0,4572.25,41,10
P0007,2023-10-22,4549,4490.0,4442.0,4745.0,4640.75,42,10
P0007,2023-10-29,4144,4549.0,4490.0,4886.0,4591.75,43,10
P0007,2023-11-05,4591,4144.0,4549.0,4442.0,4406.25,44,11
P0007,2023-11-12,5006,4591.0,4144.0,4490.0,4443.5,45,11
P0007,2023-11-19,4598,5006.0,4591.0,4549.0,4572.5,46,11
P0007,2023-11-26,4680,4598.0,5006.0,4144.0,4584.75,47,11
P0007,2023-12-03,4930,4680.0,4598.0,4591.0,4718.75,48,12
P0007,2023-12-10,5150,4930.0,4680.0,5006.0,4803.5,49,12
P0007,2023-12-17,5114,5150.0,4930.0,4598.0,4839.5,50,12
P0007,2023-12-24,4484,5114.0,5150.0,4680.0,4968.5,51,12
